Transaction_ID,Customer_ID,Customer_Name,Product_ID,Product_Name,Category,Quantity,Unit_Price,Discount,Total_Amount,Profit,Sales_Date,Order_Date,Shipping_Date,Payment_Method,Sales_Channel,City,State,Region
T07802,C5689,Ethan Clark,P782,Sofa,Home,1,23335.04,4588.88,18746.16,1214.43,2024-02-10,2024-02-10,2024-02-15,Debit Card,Online,Parksbury,Alabama,North
T07803,C7479,Keith Page,P846,Sofa,Home,1,40223.32,7740.74,32482.58,5033.2,2024-10-19,2024-10-19,2024-10-26,Credit Card,Online,Theresaburgh,New York,East
T07804,C5534,Brandon Ford,P496,Notebook,Books,4,45167.72,8283.86,172387.02,36141.42,2024-06-04,2024-06-04,2024-06-07,Debit Card,Online,East Breannaton,Minnesota,South
T07805,C5787,Patrick Benton,P459,Dictionary,Books,8,31803.21,2958.7,251466.98,28920.63,2024-09-16,2024-09-16,2024-09-22,Credit Card,Online,Samanthastad,Colorado,East
T07806,C6000,Jennifer Hill,P756,unknown column,Home,6,13361.08,1402.68,78763.8,9731.5,2025-07-07,2025-07-07,2025-07-13,Credit Card,Online,Robertside,West Virginia,North
T07807,C3595,Kristi Hodge,P324,Mouse,Electronics,10,33625.32,1902.39,334350.81,56362.73,2025-01-07,2025-01-07,2025-01-14,Net Banking,Online,Norristown,Iowa,South
T07808,C6396,Donald Gibson,P120,Magazine,Books,3,31082.84,3132.04,90116.48,9411.0,2024-10-13,2024-10-13,2024-10-14,Debit Card,Online,Tiffanyville,Illinois,North
T07809,C2168,Cynthia Williams,P728,Keyboard,Electronics,3,11879.98,2232.1,33407.84,7149.5,2024-10-07,2024-10-07,2024-10-10,Net Banking,Offline,Lake Melissa,Indiana,West
T07810,C6604,Michael Jimenez,P979,Comics,Books,8,45819.82,1420.81,365137.75,46197.38,2024-12-18,2024-12-18,2024-12-22,Debit Card,Online,Deannafurt,Texas,North
T07811,C1510,Alan Morris,P373,Novel,Books,8,44118.49,11935.85,341012.07,35830.58,2025-03-01,2025-03-01,2025-03-07,Debit Card,Offline,Charlesmouth,Oklahoma,North
T07812,C3576,Stacey Johnson,P838,Magazine,Books,4,31708.48,6907.49,119926.43,16711.55,2025-03-10,2025-03-10,2025-03-12,Upi,Offline,Brownfort,Texas,West
T07813,C4526,Erica Gates,P582,Notebook,Books,10,22718.47,5653.71,221530.99,13540.34,2025-08-21,2025-08-21,2025-08-23,Credit Card,Offline,Pateltown,New Mexico,West
T07814,C9390,Janice Christian,P549,Laptop,Electronics,10,28963.59,6001.94,283633.96,45488.24,2025-08-06,2025-08-06,2025-08-11,Cash,Online,West Dominic,Georgia,West
T07815,C5286,Marcus Bryan,P802,Chair,Home,1,48533.87,6690.2,41843.67,9049.53,2025-01-20,2025-01-20,2025-01-22,Debit Card,Offline,New Francisco,Connecticut,South
T07816,C9312,Michael Figueroa,P669,Table,Home,7,3843.52,1094.6,25810.04,4662.55,2024-02-18,2024-02-18,2024-02-20,Credit Card,Online,Duranview,Alabama,North
T07817,C7198,Shane Silva,P274,Headphones,Electronics,8,33858.2,5427.76,265437.84,23387.61,2025-03-27,2025-03-27,2025-04-01,Cash,Online,Ortizchester,Florida,South
T07818,C1299,Michelle Solis,P967,unknown column,Books,3,47764.47,14122.42,129170.99,29933.74,2025-04-16,2025-04-16,2025-04-20,Cash,Offline,Baxterland,North Dakota,North
T07819,C1051,Sarah Williams,P402,Jacket,Clothing,6,37214.92,4528.67,218760.85,34649.14,2025-03-14,2025-03-14,2025-03-17,Upi,Offline,Smithburgh,Minnesota,West
T07820,C6484,Justin Mccoy,P344,Hoodie,Clothing,2,20115.88,2743.17,37488.59,6439.33,2024-06-23,2024-06-23,2024-06-28,Cash,Online,Phillipsside,Connecticut,North
T07821,C2943,Eric Hammond,P196,Notebook,Books,7,661.22,49.68,4578.86,1056.5,2025-02-03,2025-02-03,2025-02-06,Net Banking,Online,New Daniel,Tennessee,West
T07822,C2284,John Gutierrez,P416,Mouse,Electronics,1,10890.33,3101.93,7788.4,1380.93,2025-03-04,2025-03-04,2025-03-07,Net Banking,Online,Cameronburgh,Iowa,North
T07823,C5827,Veronica Jackson,P380,Chair,Home,8,30108.72,6845.12,234024.64,48462.42,2024-10-04,2024-10-04,2024-10-08,Credit Card,Online,Wagnerville,Mississippi,East
T07824,C8812,Eric Oneill,P504,Hoodie,Clothing,7,28997.2,7288.99,195691.41,27621.42,2025-10-27,2025-10-27,2025-11-02,Debit Card,Offline,Johnsonshire,Idaho,East
T07825,C2984,Jessica Ward,P253,Monitor,Electronics,5,30220.53,5428.04,145674.61,16063.34,2025-03-02,2025-03-02,2025-03-09,Net Banking,Offline,New Kenneth,Vermont,West
T07826,C8634,Jaime James,P974,Novel,Books,10,29370.89,41.12,293667.78,59864.74,2025-01-06,2025-01-06,2025-01-07,Upi,Offline,East Tiffanyshire,Florida,West
T07827,C3294,Susan Daugherty,P646,Chair,Home,4,38584.0,2860.05,151475.95,9384.7,2024-07-17,2024-07-17,2024-07-18,Debit Card,Offline,West Frank,Arkansas,South
T07828,C6414,Holly Grant,P296,Headphones,Electronics,6,18787.46,814.03,111910.73,9717.27,2024-07-08,2024-07-08,2024-07-12,Credit Card,Offline,Goodfort,Colorado,North
T07829,C7747,Richard Sanchez,P563,Dictionary,Books,1,2445.71,287.65,2158.06,503.67,2024-04-22,2024-04-22,2024-04-25,Credit Card,Offline,South Oliviachester,Illinois,North
T07830,C2015,Ralph Yang,P585,Keyboard,Electronics,6,40593.96,5781.85,237781.91,52488.93,2025-06-14,2025-06-14,2025-06-16,Cash,Offline,Anthonyshire,South Dakota,West
T07831,C3552,Roger Davis,P904,Novel,Books,9,10854.78,145.1,97547.92,17042.17,2025-01-13,2025-01-13,2025-01-19,Cash,Online,New Shawn,Michigan,East
T07832,C8795,Mark Nicholson,P654,Magazine,Books,1,15101.74,3885.08,11216.66,1140.34,2025-02-26,2025-02-26,2025-03-02,Debit Card,Offline,Melendezville,Mississippi,West
T07833,C9274,Rita Rosario,P632,Chair,Home,3,14179.22,2914.69,39622.97,5464.24,2025-09-18,2025-09-18,2025-09-22,Debit Card,Offline,Caitlinchester,Iowa,West
T07834,C1745,Leslie Cortez,P408,Table,Home,6,31818.04,7686.66,183221.58,23438.12,2024-01-30,2024-01-30,2024-02-03,Debit Card,Online,Joshuafort,Massachusetts,East
T07835,C6861,Michael Bryan,P905,Chair,Home,2,41770.87,3875.92,79665.82,9845.93,2025-07-08,2025-07-08,2025-07-11,Net Banking,Online,Port Scottton,Wyoming,West
T07836,C8133,Timothy Atkinson,P563,Keyboard,Electronics,4,38814.97,6149.44,149110.44,11049.57,2024-10-24,2024-10-24,2024-10-31,Cash,Online,South David,Idaho,East
T07839,C8068,Johnny Mclaughlin,P501,Comics,Books,9,5948.03,871.91,52660.36,10124.81,2024-05-12,2024-05-12,2024-05-13,Debit Card,Online,South Lauren,Ohio,West
T07840,C7279,Jennifer Carter,P882,Table,Home,4,8524.62,1578.16,32520.32,1896.38,2025-05-19,2025-05-19,2025-05-23,Credit Card,Online,North Davidtown,Ohio,South
T07841,C3351,Sarah Farmer,P766,Table,Home,8,47696.26,1015.41,380554.67,23072.02,2024-01-07,2024-01-07,2024-01-10,Upi,Online,Lake Erin,Utah,East
T07842,C2959,Sharon Smith,P144,Jacket,Clothing,9,15688.36,3316.48,137878.76,16898.92,2025-07-17,2025-07-17,2025-07-18,Debit Card,Offline,Heatherland,Iowa,South
T07843,C9178,Brianna Martin,P298,Comics,Books,2,9899.45,2013.32,17785.58,1552.94,2025-11-04,2025-11-04,2025-11-08,Net Banking,Online,Stewartmouth,New Jersey,North
T07844,C3525,Justin Larsen,P816,Curtains,Home,5,26833.5,5499.9,128667.6,13746.28,2024-08-16,2024-08-16,2024-08-19,Upi,Online,East Mark,South Dakota,East
T07845,C4508,Christina Stuart,P858,Keyboard,Electronics,3,43197.87,7109.44,122484.17,11861.49,2025-03-17,2025-03-17,2025-03-21,Credit Card,Offline,Bentonborough,Iowa,North
T07846,C3389,Susan Johnson,P617,Magazine,Books,6,6291.66,296.15,37453.81,4078.32,2025-08-26,2025-08-26,2025-08-28,Upi,Online,Mitchellland,Colorado,East
T07847,C8933,Randy Hampton,P951,T-Shirt,Clothing,4,2517.91,132.24,9939.4,2444.27,2025-01-07,2025-01-07,2025-01-08,Net Banking,Offline,Gilesside,Ohio,West
T07848,C5661,Tammy Martinez,P924,Magazine,Books,7,44141.84,12330.13,296662.75,22849.67,2025-02-03,2025-02-03,2025-02-08,Debit Card,Online,Alexanderchester,Maine,West
T07849,C6349,Russell Moreno,P816,Curtains,Home,3,19806.68,670.36,58749.68,7277.58,2024-11-20,2024-11-20,2024-11-27,Debit Card,Offline,Mackenzieborough,Michigan,East
T07850,C8791,Heather Blackburn,P844,Lamp,Home,8,40431.71,1486.51,321967.17,26499.3,2024-02-04,2024-02-04,2024-02-07,Net Banking,Online,Port Rickfurt,Alabama,South
T07851,C5466,Michelle Flynn,P410,Headphones,Electronics,2,9141.12,2172.9,16109.34,2231.23,2024-04-19,2024-04-19,2024-04-25,Upi,Online,West Barbarafurt,North Carolina,North
T07852,C7949,Richard Hall,P516,Notebook,Books,2,7848.75,396.35,15301.15,2405.32,2025-08-18,2025-08-18,2025-08-21,Credit Card,Online,New Monica,Pennsylvania,South
T07853,C7851,Rodney Walker,P637,T-Shirt,Clothing,5,48544.09,684.49,242035.96,33052.05,2025-12-29,2025-12-29,2026-01-04,Debit Card,Offline,Orozcoborough,Georgia,North
T07854,C5314,David Harris,P222,Laptop,Electronics,3,19668.7,4571.03,54435.07,13546.8,2025-10-24,2025-10-24,2025-10-25,Cash,Offline,North Alexandra,Texas,West
T07855,C4314,Tyrone Eaton,P745,T-Shirt,Clothing,3,21534.16,4002.8,60599.68,7825.13,2025-05-11,2025-05-11,2025-05-16,Cash,Offline,Laurenport,Connecticut,West
T07856,C5601,Catherine Burke,P319,Sofa,Home,1,4012.92,43.79,3969.13,713.4,2024-03-09,2024-03-09,2024-03-15,Cash,Offline,East Deannamouth,Ohio,East
T07857,C1133,Kathy Tanner,P269,Comics,Books,1,34880.76,1405.32,33475.44,8063.5,2024-08-03,2024-08-03,2024-08-08,Net Banking,Online,New Eric,Tennessee,West
T07858,C8360,Tami Carson,P954,Sofa,Home,7,47704.94,3897.17,330037.41,66109.53,2025-05-09,2025-05-09,2025-05-10,Cash,Offline,West Anitachester,Oregon,North
T07859,C9070,Desiree Wood,P604,Sofa,Home,3,10061.86,2904.73,27280.85,3235.51,2025-01-22,2025-01-22,2025-01-23,Debit Card,Offline,Henryport,Indiana,East
T07860,C1870,Jo Perkins DDS,P515,Lamp,Home,7,15081.85,4175.79,101397.16,14519.77,2025-05-24,2025-05-24,2025-05-30,Net Banking,Online,Harrisport,New Jersey,West
T07861,C3666,Mary Jones,P990,Notebook,Books,9,3522.85,1002.46,30703.19,6817.44,2024-02-26,2024-02-26,2024-03-02,Debit Card,Offline,Sandovalstad,Illinois,South
T07862,C3253,Colin Sandoval,P345,Jeans,Clothing,7,46107.95,4342.16,318413.49,27606.76,2025-08-19,2025-08-19,2025-08-22,Upi,Online,Staceyberg,Kansas,North
T07863,C4430,Shane Carter,P612,unknown column,Home,4,9620.5,677.1,37804.9,6003.32,2024-01-21,2024-01-21,2024-01-22,Cash,Offline,East Brian,Massachusetts,South
T07864,C6087,Robin Adams,P300,Jeans,Clothing,9,19628.27,226.71,176427.72,17538.76,2024-03-15,2024-03-15,2024-03-21,Credit Card,Offline,Nguyenstad,South Carolina,North
T07865,C7837,Victor Townsend,P649,Hoodie,Clothing,4,3290.1,319.47,12840.93,889.95,2024-02-07,2024-02-07,2024-02-12,Upi,Online,Ferrellborough,West Virginia,West
T07866,C9398,Keith Banks,P854,Comics,Books,3,31783.23,6558.46,88791.23,10975.62,2025-06-28,2025-06-28,2025-07-04,Debit Card,Offline,Hinesstad,Wyoming,South
T07867,C9640,Lisa Bell,P515,Shoes,Clothing,5,38856.72,1360.59,192923.01,10916.87,2025-06-08,2025-06-08,2025-06-13,Debit Card,Online,Ashleybury,West Virginia,West
T07868,C2608,Laura Roth,P305,Laptop,Electronics,10,12995.28,3610.67,126342.13,30879.94,2025-03-04,2025-03-04,2025-03-10,Upi,Online,Hollowaystad,Colorado,South
T07869,C8235,Laura Watson,P634,Chair,Home,10,44223.55,11393.61,430841.89,41716.53,2024-10-16,2024-10-16,2024-10-18,Upi,Online,Blackburnfurt,Montana,North
T07870,C6911,Hannah Rose,P738,Novel,Books,6,31420.12,6266.36,182254.36,44421.05,2025-02-24,2025-02-24,2025-02-26,Credit Card,Online,South Alexandra,Virginia,East
T07871,C7109,Mr. Ralph Hardin,P635,Comics,Books,3,9993.09,554.45,29424.82,3104.69,2024-01-14,2024-01-14,2024-01-15,Debit Card,Offline,Port Amyside,Missouri,West
T07872,C2669,Brent Thompson,P806,Keyboard,Electronics,2,44858.51,8323.76,81393.26,17832.36,2024-05-26,2024-05-26,2024-05-27,Upi,Offline,Davisborough,New Mexico,South
T07873,C4066,Jessica Allen,P204,Sofa,Home,3,37870.68,1220.25,112391.79,7902.17,2024-02-01,2024-02-01,2024-02-07,Unknown,Offline,Shannonland,Kentucky,West
T07874,C3272,Benjamin Powers,P794,T-Shirt,Clothing,6,856.77,81.85,5058.77,556.19,2025-11-18,2025-11-18,2025-11-22,Upi,Offline,Sarahfurt,Maryland,East
T07875,C1474,Breanna Brown,P272,Notebook,Books,4,35468.98,8698.82,133177.1,18827.09,2025-03-10,2025-03-10,2025-03-12,Cash,Online,Port Jamesland,Minnesota,East
T07876,C2883,Alicia Vega,P701,Headphones,Electronics,4,26212.09,1254.7,103593.66,21581.76,2025-08-24,2025-08-24,2025-08-30,Credit Card,Online,Micheleville,Ohio,North
T07877,C4963,Alison Lopez,P167,Chair,Home,4,49314.6,1084.36,196174.04,39700.16,2025-04-25,2025-04-25,2025-05-02,Credit Card,Online,Robertstad,Michigan,East
T07878,C5132,Danielle Ellis,P924,Hoodie,Clothing,7,5697.79,228.52,39656.01,4067.7,2025-02-03,2025-02-03,2025-02-09,Cash,Offline,South Nicole,Iowa,West
T07879,C6963,Jonathan Lopez,P180,Keyboard,Electronics,7,39798.31,1686.81,276901.36,44176.38,2025-07-31,2025-07-31,2025-08-05,Cash,Online,Wilsonville,Hawaii,North
T07880,C3409,Robin Williams,P661,Jeans,Clothing,7,30346.06,8649.88,203772.54,42660.53,2025-01-10,2025-01-10,2025-01-17,Debit Card,Offline,West David,Missouri,North
T07881,C1182,Hunter Smith,P264,Shoes,Clothing,2,33605.42,4543.21,62667.63,6270.26,2024-08-24,2024-08-24,2024-08-26,Debit Card,Offline,Woodstown,New Mexico,East
T07882,C4177,Philip Martinez,P227,Sofa,Home,7,10307.46,558.87,71593.35,12909.53,2024-06-30,2024-06-30,2024-07-02,Credit Card,Online,Port Emilyview,Missouri,South
T07883,C1305,Nathaniel Jennings,P400,Monitor,Electronics,10,8202.99,1285.27,80744.63,17642.43,2024-09-16,2024-09-16,2024-09-23,Cash,Offline,Mooreberg,Colorado,South
T07884,C4843,Margaret Sullivan,P614,Novel,Books,3,29509.0,1514.18,87012.82,11083.49,2024-02-05,2024-02-05,2024-02-10,Upi,Offline,West Kimberlychester,Oregon,South
T07885,C6238,Cathy Rogers,P863,Comics,Books,2,30792.26,246.47,61338.05,4089.8,2025-01-19,2025-01-19,2025-01-23,Net Banking,Offline,Mcdanielborough,New Jersey,West
T07886,C2379,Jody Allen,P796,Sofa,Home,5,10346.04,830.68,50899.52,11894.57,2025-08-12,2025-08-12,2025-08-13,Debit Card,Online,Coxland,New Jersey,West
T07887,C7303,Jason Wright,P235,Headphones,Electronics,7,47007.27,13922.02,315128.87,55218.58,2025-02-18,2025-02-18,2025-02-23,Upi,Online,Powellstad,Illinois,South
T07888,C3022,Laurie House,P603,Chair,Home,4,40975.49,1624.93,162277.03,29484.49,2025-06-17,2025-06-17,2025-06-20,Debit Card,Online,Osbornestad,Pennsylvania,South
T07889,C2362,Natalie Clark,P828,Monitor,Electronics,6,22447.0,2973.52,131708.48,24644.93,2024-06-27,2024-06-27,2024-07-02,Debit Card,Online,Martinezside,New Mexico,North
T07890,C4665,Gary Green,P638,Hoodie,Clothing,7,7395.98,2210.83,49561.03,10947.72,2025-01-29,2025-01-29,2025-02-05,Cash,Online,West Jamesfort,Maine,West
T07891,C6566,Joanna Rodriguez,P996,Sofa,Home,6,1054.13,179.46,6145.32,433.42,2024-06-10,2024-06-10,2024-06-15,Credit Card,Offline,Andrewborough,Alaska,South
T07892,C2719,Chris Vaughan,P254,Sofa,Home,8,48490.16,8421.69,379499.59,76774.99,2024-06-08,2024-06-08,2024-06-12,Cash,Offline,Rogersborough,Louisiana,South
T07893,C1120,Suzanne Howell,P248,Magazine,Books,6,39479.41,6021.98,230854.48,24490.37,2024-11-15,2024-11-15,2024-11-16,Upi,Offline,East Theresaburgh,Nebraska,South
T07894,C7258,Ann Dean,P552,Dictionary,Books,4,19415.07,4706.27,72954.01,13297.07,2024-11-03,2024-11-03,2024-11-06,Credit Card,Offline,North Phillip,Illinois,South
T07895,C9142,Joshua Harrison,P434,Headphones,Electronics,3,29933.55,7666.9,82133.75,18498.31,2024-06-25,2024-06-25,2024-07-01,Upi,Offline,North Brandon,Virginia,South
T07896,C7512,Suzanne Morrow,P719,Hoodie,Clothing,6,17114.21,1435.11,101250.15,23643.05,2025-12-05,2025-12-05,2025-12-07,Credit Card,Offline,Michaelport,Maine,South
T07897,C3908,Thomas Obrien Jr.,P797,Comics,Books,6,21195.85,1696.54,125478.56,23145.6,2024-12-31,2024-12-31,2025-01-07,Cash,Offline,West Aaron,South Dakota,North
T07898,C9441,Renee Harrell,P233,Lamp,Home,9,44934.74,2470.11,401942.55,94572.38,2025-06-28,2025-06-28,2025-07-01,Upi,Online,Haleyburgh,Indiana,West
T07899,C8531,Miss Taylor Alvarez MD,P288,Shoes,Clothing,4,2333.47,258.16,9075.72,2059.24,2025-06-22,2025-06-22,2025-06-23,Debit Card,Online,Port Heidi,Utah,North
T07900,C4744,Natasha Jones MD,P825,Comics,Books,4,34803.07,9060.06,130152.22,7657.35,2025-01-14,2025-01-14,2025-01-18,Credit Card,Online,New Stephenville,Nevada,West
T07901,C4340,John Haas,P401,Notebook,Books,4,41718.96,9719.06,157156.78,23458.0,2025-06-27,2025-06-27,2025-06-29,Upi,Offline,North James,Connecticut,West
T07902,C7764,Tanya Morgan,P405,Dictionary,Books,8,44873.77,7621.91,351368.25,43248.24,2024-02-02,2024-02-02,2024-02-09,Unknown,Online,North Georgeberg,Maryland,South
T07903,C8351,Kristina Richardson,P519,Mouse,Electronics,5,24939.02,524.43,124170.67,21957.33,2025-01-07,2025-01-07,2025-01-12,Net Banking,Online,West Scott,Vermont,South
T07904,C9172,Shannon Arnold,P237,Magazine,Books,9,18777.01,2902.8,166090.29,33736.0,2025-08-08,2025-08-08,2025-08-10,Net Banking,Offline,Carolfort,Alaska,South
T07906,C9688,John Brady,P966,Keyboard,Electronics,3,40179.02,7238.29,113298.77,23866.04,2024-12-16,2024-12-16,2024-12-21,Credit Card,Offline,West Kathleen,Hawaii,East
T07907,C7435,Andrew Warner,P526,Notebook,Books,10,30069.79,1975.5,298722.4,40942.84,2025-08-14,2025-08-14,2025-08-15,Upi,Offline,Port Amanda,Mississippi,North
T07908,C5460,Anthony Williams,P695,Chair,Home,8,13826.82,754.97,109859.59,17634.36,2025-06-04,2025-06-04,2025-06-05,Credit Card,Online,Jamesshire,Washington,West
T07909,C9860,Robert Sanchez,P664,Magazine,Books,5,17649.0,4593.69,83651.31,20389.09,2024-02-09,2024-02-09,2024-02-14,Cash,Offline,New Dennisburgh,Delaware,East
T07910,C1964,Amy Hunter,P558,Hoodie,Clothing,5,44767.34,1466.19,222370.51,12789.59,2025-12-01,2025-12-01,2025-12-07,Credit Card,Offline,Juliaburgh,Wisconsin,North
T07911,C1496,Karen Hardy,P477,Novel,Books,4,21861.34,3339.36,84106.0,12298.78,2024-03-23,2024-03-23,2024-03-29,Credit Card,Online,North Ashley,New Hampshire,North
T07912,C6025,Stephanie Sanchez,P565,Keyboard,Electronics,3,13049.35,2986.59,36161.46,2770.07,2024-06-20,2024-06-20,2024-06-24,Debit Card,Offline,New Shelbyburgh,Tennessee,West
T07913,C5510,Deborah Hale,P339,Mouse,Electronics,2,44946.19,4026.94,85865.44,8580.57,2024-12-09,2024-12-09,2024-12-13,Net Banking,Online,South Gregory,Arkansas,South
T07914,C6923,Yolanda Howard,P190,Sofa,Home,10,29455.32,4373.19,290180.01,49504.46,2025-01-04,2025-01-04,2025-01-10,Upi,Online,Hancockville,Vermont,North
T07915,C1479,Emily Bates,P917,Hoodie,Clothing,1,1353.62,309.32,1044.3,175.58,2025-10-13,2025-10-13,2025-10-18,Net Banking,Online,North Traciemouth,Vermont,East
T07916,C4952,Jessica Baker,P752,Mouse,Electronics,10,31394.97,7973.89,305975.81,23881.31,2025-02-14,2025-02-14,2025-02-15,Credit Card,Offline,Martinfurt,New Hampshire,South
T07917,C3012,Larry Zimmerman,P214,Table,Home,5,14759.64,3152.28,70645.92,9185.5,2024-02-05,2024-02-05,2024-02-08,Upi,Online,North Daniellefurt,Indiana,North
T07918,C5157,Shane Calhoun,P730,Notebook,Books,10,20089.16,4408.61,196482.99,22942.06,2024-08-26,2024-08-26,2024-08-31,Debit Card,Offline,Robertbury,Ohio,East
T07919,C4753,Alexander Taylor,P370,Novel,Books,1,21253.48,433.38,20820.1,4188.67,2025-06-01,2025-06-01,2025-06-02,Credit Card,Offline,Gallagherview,Kansas,West
T07920,C2548,unknown value,P638,Notebook,Books,10,42704.08,2315.02,424725.78,57141.85,2024-07-03,2024-07-03,2024-07-04,Credit Card,Offline,Shahton,Mississippi,East
T07921,C6526,Amanda Newton,P673,Jeans,Clothing,3,21693.02,1658.7,63420.36,5034.39,2025-01-19,2025-01-19,2025-01-20,Debit Card,Online,South Tracymouth,Montana,North
T07922,C4699,Anthony Stephens,P481,Novel,Books,9,23389.32,3965.05,206538.83,13863.54,2024-02-19,2024-02-19,2024-02-23,Credit Card,Online,unkown column,Virginia,East
T07923,C4572,Oscar Nelson,P394,Monitor,Electronics,8,8436.62,1122.92,66370.04,8689.66,2024-07-31,2024-07-31,2024-08-01,Net Banking,Offline,Aaronfort,West Virginia,East
T07924,C1501,Lori Wagner,P942,Comics,Books,2,8554.83,22.14,17087.52,3026.88,2025-11-13,2025-11-13,2025-11-19,Unknown,Online,Goodwinshire,Mississippi,West
T07925,C9819,John Franklin,P278,Table,Home,7,14656.89,1943.47,100654.76,5640.2,2024-03-01,2024-03-01,2024-03-05,Upi,Online,Port Christopher,Utah,North
T07927,C6528,Mr. Paul Bell DDS,P908,Dictionary,Books,6,40007.9,9601.23,230446.17,14637.57,2024-12-16,2024-12-16,2024-12-17,Unknown,Online,Port Gabriellahaven,California,West
T07928,C6012,Paul Brown,P888,Shoes,Clothing,1,28261.04,638.61,27622.43,5411.03,2024-02-01,2024-02-01,2024-02-05,Net Banking,Online,New Krystalchester,Wisconsin,West
T07929,C5751,Roberto Griffin,P714,Chair,Home,10,24058.72,3797.4,236789.8,59150.5,2025-03-13,2025-03-13,2025-03-18,Credit Card,Online,unkown column,Washington,West
T07930,C4255,Aaron Collier,P569,Keyboard,Electronics,10,18747.99,1009.46,186470.44,15377.35,2024-01-27,2024-01-27,2024-01-31,Debit Card,Offline,Deborahstad,Iowa,West
T07931,C7286,Erika Smith,P172,Mouse,Electronics,9,6752.03,1142.41,59625.86,6265.26,2024-04-07,2024-04-07,2024-04-12,Upi,Offline,Lake Tammy,Illinois,North
T07932,C4990,Jason Rowland,P216,T-Shirt,Clothing,1,20390.94,4811.16,15579.78,1062.42,2024-04-05,2024-04-05,2024-04-11,Debit Card,Online,North Barbaraside,Ohio,North
T07933,C3821,Lynn Stout,P989,Magazine,Books,4,19666.98,1810.07,76857.85,14996.31,2024-10-17,2024-10-17,2024-10-20,Upi,Offline,Hallstad,Louisiana,East
T07934,C7546,Clifford Miller,P762,Mouse,Electronics,4,11909.85,3564.85,44074.55,6446.1,2025-12-02,2025-12-02,2025-12-06,Net Banking,Offline,Lisaside,Wisconsin,West
T07935,C5951,Eric Carrillo,P931,Notebook,Books,8,39813.45,4465.69,314041.91,55253.82,2024-05-14,2024-05-14,2024-05-15,Credit Card,Offline,Port Melissabury,Illinois,West
T07936,C8470,Karen Graham,P445,Keyboard,Electronics,1,10880.42,3166.92,7713.5,581.14,2024-10-23,2024-10-23,2024-10-29,Debit Card,Online,Port Lindsey,Florida,North
T07937,C9749,Catherine Hutchinson,P989,Laptop,Electronics,1,31658.48,8204.62,23453.86,2836.05,2025-01-06,2025-01-06,2025-01-09,Upi,Offline,North Philipshire,Connecticut,South
T07938,C1915,Tamara Wilson,P827,Headphones,Electronics,7,2797.71,335.51,19248.46,3796.28,2025-03-05,2025-03-05,2025-03-08,Debit Card,Online,Carltown,Alaska,West
T07939,C9067,Jerry Stanton,P518,Laptop,Electronics,7,37177.16,8353.14,251886.98,13818.28,2024-06-16,2024-06-16,2024-06-23,Upi,Offline,Leachberg,New York,South
T07940,C6730,Troy Wilcox,P937,Keyboard,Electronics,7,22971.27,2964.47,157834.42,18535.53,2024-10-12,2024-10-12,2024-10-14,Net Banking,Online,Medinaside,Massachusetts,West
T07941,C8359,Crystal Alexander,P758,Magazine,Books,1,24207.17,3201.57,21005.6,1095.51,2024-07-05,2024-07-05,2024-07-11,Upi,Online,Port Yolandaberg,Florida,East
T07942,C4570,Robert Clark,P166,Laptop,Electronics,8,3642.95,805.65,28337.95,3475.6,2025-05-31,2025-05-31,2025-06-01,Cash,Online,Westmouth,New Mexico,West
T07943,C2264,Vanessa Weaver,P492,Table,Home,3,11773.25,2065.96,33253.79,6692.06,2024-10-12,2024-10-12,2024-10-16,Cash,Offline,Lake Heatherchester,Indiana,East
T07944,C2674,Daniel Owens,P722,Laptop,Electronics,5,36747.67,3227.4,180510.95,16050.08,2025-06-26,2025-06-26,2025-06-27,Debit Card,Offline,East Markport,North Dakota,West
T07945,C6321,Anthony Lopez,P110,Magazine,Books,6,17809.88,5321.47,101537.81,12002.62,2024-02-08,2024-02-08,2024-02-10,Upi,Online,Maysstad,Colorado,East
T07946,C5870,Joseph Lindsey,P336,Hoodie,Clothing,5,25277.03,1347.42,125037.73,13680.48,2024-05-22,2024-05-22,2024-05-23,Upi,Offline,unkown column,Arizona,North
T07947,C9150,Mrs. Tammy Barrett,P198,Table,Home,5,18247.3,1114.03,90122.47,22381.07,2024-06-18,2024-06-18,2024-06-25,Debit Card,Online,Cookmouth,Iowa,West
T07948,C6225,David Johnson,P582,Magazine,Books,4,10202.29,340.67,40468.49,5640.68,2025-07-26,2025-07-26,2025-07-28,Cash,Online,Jessicabury,Vermont,South
T07949,C6411,Robin Patel,P826,Comics,Books,6,11762.89,3435.8,67141.54,8022.27,2025-12-20,2025-12-20,2025-12-26,Upi,Offline,Douglasmouth,Idaho,East
T07950,C1003,Amy Hicks,P523,Monitor,Electronics,5,36283.88,8324.94,173094.46,38318.38,2024-09-08,2024-09-08,2024-09-14,Cash,Online,South Michelle,New York,West
T07951,C9055,Rita Gonzalez,P767,T-Shirt,Clothing,8,34134.65,10141.14,262936.06,58870.95,2024-11-22,2024-11-22,2024-11-29,Cash,Offline,New Sarahaven,Delaware,West
T07952,C3421,Mark Kramer,P479,Table,Home,3,18860.78,1997.29,54585.05,13195.71,2025-06-11,2025-06-11,2025-06-16,Debit Card,Offline,EAST JUAN,Wisconsin,East
T07953,C7813,Nicholas Lutz,P523,unknown column,Clothing,2,38833.21,4039.81,73626.61,13421.0,2025-12-02,2025-12-02,2025-12-07,Net Banking,Offline,Brownstad,South Dakota,South
